num_if,num_else,num_switch,num_loop,num_break,num_Priority,num_binSearch,num_minMax,num_sort,num_hash_map,num_hash_set,num_recursive,num_nested_loop,num_vari,num_method,num_state,complexity_class,efficiency,filename
2,1,0,2,0,0,0,0,0,0,0,0,0,6,2,9,4,1,Counttotalsetbitsinallnumbersfrom1tonGeeksforGeeks-2.java
8,4,0,1,0,0,0,2,0,0,0,4,0,6,2,24,6,0,EditDistanceDP5GeeksforGeeks-4.java
1,0,0,2,0,0,0,0,0,0,0,2,0,4,2,8,5,0,ProgramfornthCatalanNumberGeeksforGeeks-1.java
1,0,0,2,0,0,0,0,0,0,0,0,0,3,4,7,4,1,UglyNumbersGeeksforGeeks-1.java
0,0,0,2,0,0,0,0,0,0,0,0,2,3,2,3,2,1,CountDistinctNonNegativeIntegerPairsxythatSatisfytheInequalityxxyynGeeksforGeeks-1.java
1,0,0,5,0,1,0,0,0,0,0,0,0,11,4,14,4,1,DijkstrasAlgorithmforAdjacencyListRepresentationGreedyAlgo8GeeksforGeeks-1.java
1,0,0,1,0,0,0,0,0,0,0,0,0,5,2,3,4,1,FindthetwononrepeatingelementsinanarrayofrepeatingelementsUniqueNumbers2GeeksforGeeks-3.java
1,0,0,2,0,0,0,0,0,0,1,0,0,5,2,4,4,1,FindthetwononrepeatingelementsinanarrayofrepeatingelementsUniqueNumbers2GeeksforGeeks-4.java
3,0,0,0,0,0,0,1,0,0,0,3,0,2,3,11,5,0,LongestPalindromicSubsequenceDP12GeeksforGeeks-1.java
2,0,0,4,0,0,0,0,0,0,0,0,2,3,2,7,5,0,MaximumLengthChainofPairsDP20GeeksforGeeks-1.java
1,0,0,1,0,0,0,0,0,0,0,0,0,4,2,4,2,1,SpaceandtimeefficientBinomialCoefficientGeeksforGeeks-1.java
1,0,0,2,0,0,0,0,0,0,0,0,2,3,2,7,5,0,WriteyouownPowerwithoutusingmultiplicationanddivisionoperatorsGeeksforGeeks-1.java
5,0,0,5,1,0,0,0,0,0,0,0,2,8,4,17,5,0,FiniteAutomataalgorithmforPatternSearchingGeeksforGeeks-1.java
2,0,0,2,0,0,0,1,0,0,0,0,0,6,2,8,2,1,MinimumnumberofsquareswhosesumequalstogivennumbernGeeksforGeeks-4.java
2,0,0,2,0,0,0,1,1,0,0,0,0,9,5,11,7,0,WeightedJobSchedulingGeeksforGeeks-2.java
2,0,0,2,0,0,0,0,0,0,0,0,2,6,2,7,0,1,FindtheelementthatappearsonceGeeksforGeeks-2.java
5,1,0,2,0,0,0,0,0,0,0,2,0,9,6,19,4,1,MergeSortforLinkedListsGeeksforGeeks-1.java
3,0,0,2,0,0,0,0,0,0,0,2,0,9,4,11,6,0,OptimalBinarySearchTreeDP24GeeksforGeeks-1.java
4,0,0,1,0,0,0,0,0,0,0,1,0,5,2,9,6,0,CountallpossiblewalksfromasourcetoadestinationwithexactlykedgesGeeksforGeeks-1.java
2,0,0,1,0,0,0,0,0,0,0,0,0,3,2,7,3,1,Findwhetheragivennumberisapowerof4ornotGeeksforGeeks-2.java
2,0,0,2,0,0,0,0,0,0,1,0,0,5,2,6,4,1,HowtocheckiftwogivensetsaredisjointGeeksforGeeks-3.java
1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,5,3,1,Smallestpowerof2greaterthanorequaltonGeeksforGeeks-1.java
3,0,0,1,0,0,0,2,0,0,0,0,0,9,2,9,2,1,UglyNumbersGeeksforGeeks-2.java
0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,4,2,1,AverageofastreamofnumbersGeeksforGeeks-2.java
3,0,0,7,1,0,0,1,0,0,0,1,2,12,6,22,5,0,GivenasorteddictionaryofanalienlanguagefindorderofcharactersGeeksforGeeks-1.java
2,0,0,3,0,0,0,0,0,0,0,1,2,9,4,8,5,0,FindthenumberofislandsSet1UsingDFSGeeksforGeeks-1.java
4,0,0,4,1,0,0,0,0,0,0,1,0,13,8,20,2,1,FleurysAlgorithmforprintingEulerianPathorCircuitGeeksforGeeks-1.java
0,0,0,4,0,1,0,0,0,0,0,0,0,9,3,7,2,1,SortanearlysortedorKsortedarrayGeeksforGeeks-2.java
0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,3,1,AddtwonumberswithoutusingarithmeticoperatorsGeeksforGeeks-2.java
4,0,0,3,0,0,0,0,0,0,0,0,0,9,3,13,5,0,ConvexHullSet1JarvissAlgorithmorWrappingGeeksforGeeks-1.java
4,0,0,0,0,0,0,0,0,0,0,3,0,3,2,8,7,0,DynamicProgrammingSubsetSumProblem-1.java
6,1,0,0,0,0,0,0,0,0,0,0,0,8,3,11,0,1,FinddayoftheweekforagivendateGeeksforGeeks-1.java
4,0,0,1,0,0,0,0,0,0,0,2,0,7,3,13,2,1,KthSmallestLargestElementinUnsortedArraySet1GeeksforGeeks-5.java
2,0,0,0,0,0,0,0,0,0,0,1,0,2,3,5,0,1,MakeafaircoinfromabiasedcoinGeeksforGeeks-1.java
10,2,0,9,2,0,0,0,0,0,0,4,2,17,4,49,7,0,SudokuBacktracking7GeeksforGeeks-2.java
1,0,0,3,0,0,0,0,0,0,0,0,2,5,2,5,5,0,FindtheminimumcosttoreachdestinationusingatrainGeeksforGeeks-2.java
1,0,0,0,0,0,0,0,0,0,0,2,0,3,3,3,7,0,PrintallpossiblestringsthatcanbemadebyplacingspacesGeeksforGeeks-1.java
1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1,SmallestofthreeintegerswithoutcomparisonoperatorsGeeksforGeeks-3.java
0,0,0,2,0,0,0,1,0,0,0,0,2,6,2,4,5,0,CuttingaRodDP13GeeksforGeeks-1.java
6,0,0,3,1,0,0,0,1,0,0,3,0,10,5,21,2,1,KthSmallestLargestElementinUnsortedArraySet3WorstCaseLinearTimeGeeksforGeeks-1.java
1,0,0,1,0,0,0,1,0,0,0,2,0,4,3,7,6,0,MinimumCostPolygonTriangulationGeeksforGeeks-1.java
2,0,0,2,0,0,0,0,0,1,0,0,0,5,2,9,4,1,FindtheelementthatappearsonceGeeksforGeeks-4.java
2,1,0,1,0,0,0,0,0,0,0,0,0,5,2,5,0,1,SelectarandomnumberfromstreamwithO1spaceGeeksforGeeks-1.java
2,0,0,3,0,0,0,2,0,0,0,0,0,9,2,8,5,0,MaximumprofitbybuyingandsellingashareatmosttwiceGeeksforGeeks-1.java
1,0,0,3,0,0,0,1,0,0,0,0,2,5,2,9,2,1,MinimumnumberofsquareswhosesumequalstogivennumbernGeeksforGeeks-5.java
12,0,0,4,0,0,0,2,0,0,0,1,0,15,4,26,2,1,BiconnectedgraphGeeksforGeeks-1.java
0,0,0,6,0,0,0,0,1,0,0,0,0,11,2,7,2,1,CountingSortGeeksforGeeks-1.java
0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,3,3,1,CountsetbitsinanintegerGeeksforGeeks-3.java
1,0,0,3,0,0,0,0,1,0,0,0,2,9,3,5,5,0,SelectionSortGeeksforGeeks-1.java
1,0,0,2,0,0,0,0,0,0,0,1,0,5,2,8,7,0,PrintallpossiblestringsthatcanbemadebyplacingspacesGeeksforGeeks-2.java
2,0,0,2,0,0,0,1,0,0,0,0,2,7,3,8,6,0,ShortestCommonSupersequenceGeeksforGeeks-1.java
2,0,0,2,0,0,0,0,0,0,0,0,2,5,3,6,0,1,Howtocheckifaninstanceof8puzzleissolvableGeeksforGeeks-1.java
2,0,0,5,0,0,0,0,0,0,0,0,2,8,2,8,2,1,PigeonholeSortGeeksforGeeks-1.java
3,1,0,9,0,0,0,0,0,0,0,2,3,21,5,26,7,0,CountwaystoreachthenthstairGeeksforGeeks-8.java
6,0,0,3,0,0,0,0,0,0,0,1,2,3,3,20,2,1,MobileNumericKeypadProblemGeeksforGeeks-1.java
1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,7,0,TilingProblemGeeksforGeeks-1.java
3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,3,1,Findwhetheragivennumberisapowerof4ornotGeeksforGeeks-6.java
2,0,0,3,0,0,0,1,0,0,0,0,2,5,3,9,5,0,LongestPalindromicSubsequenceDP12GeeksforGeeks-2.java
2,0,0,1,0,0,0,0,0,0,0,2,0,5,2,6,6,0,MatrixChainMultiplicationDP8GeeksforGeeks-1.java
0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,3,3,1,PositionofrightmostsetbitGeeksforGeeks-3.java
1,0,0,1,0,0,0,0,0,0,0,1,0,8,2,5,2,1,WriteaprogramtoprintallpermutationsofagivenstringGeeksforGeeks-2.java
3,0,0,0,0,0,0,0,0,0,0,1,0,2,2,6,2,1,LuckyNumbersGeeksforGeeks-1.java
1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,5,3,1,WriteyouownPowerwithoutusingmultiplicationanddivisionoperatorsGeeksforGeeks-3.java
11,2,0,5,0,0,0,0,2,0,0,0,0,10,3,30,2,1,Findthelargestmultipleof3Set1UsingQueueGeeksforGeeks-1.java
2,0,0,1,0,0,0,0,0,0,0,2,0,4,3,7,7,0,FindtheminimumcosttoreachdestinationusingatrainGeeksforGeeks-1.java
0,0,0,2,0,0,0,1,0,0,0,0,2,4,2,5,2,1,MinimumnumberofsquareswhosesumequalstogivennumbernGeeksforGeeks-3.java
4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,9,3,1,Programtofindwhetheragivennumberispowerof2GeeksforGeeks-2.java
3,0,0,1,0,0,0,1,1,0,0,2,0,7,5,11,7,0,WeightedJobSchedulingGeeksforGeeks-1.java
3,0,0,0,0,0,0,1,0,0,0,3,0,2,3,11,5,0,LongestPalindromicSubsequenceDP12GeeksforGeeks-3.java
4,0,0,4,0,0,0,0,0,0,0,0,4,8,2,13,6,0,CountallpossiblewalksfromasourcetoadestinationwithexactlykedgesGeeksforGeeks-2.java
5,0,0,3,0,0,0,0,0,0,0,1,0,7,4,14,2,1,DetectCycleinaDirectedGraphGeeksforGeeks-1.java
1,0,0,0,0,0,0,0,0,0,0,2,0,1,2,3,2,1,ProgramforFibonaccinumbersGeeksforGeeks-1.java
0,0,0,5,0,0,0,2,0,0,0,0,0,11,3,10,2,1,CountingSortGeeksforGeeks-2.java
4,0,0,2,0,0,0,0,0,0,0,1,0,5,3,10,2,1,CountofndigitnumberswhosesumofdigitsequalstogivensumGeeksforGeeks-1.java
2,0,0,1,0,0,0,0,0,0,0,0,0,4,2,6,2,1,LargestSumContiguousSubarrayGeeksforGeeks-4.java
3,0,0,1,0,0,0,0,2,0,0,0,0,5,2,7,2,1,HowtocheckiftwogivensetsaredisjointGeeksforGeeks-2.java
3,0,0,2,0,0,0,2,0,0,0,0,0,6,2,11,1,1,JumpSearchGeeksforGeeks-1.java
5,0,0,0,0,0,0,1,0,0,0,4,0,2,3,12,7,0,EditDistanceDP5GeeksforGeeks-1.java
1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,0,1,Generateintegerfrom1to7withequalprobabilityGeeksforGeeks-2.java
2,1,0,6,0,0,0,1,0,0,0,2,2,9,2,17,4,1,LongestIncreasingSubsequenceDP3GeeksforGeeks-3.java
0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,WriteaprogramtocalculatepowxnGeeksforGeeks-5.java
3,0,0,1,0,0,0,0,0,0,0,1,0,4,3,8,4,1,LongestIncreasingSubsequenceDP3GeeksforGeeks-1.java
0,0,0,6,0,0,0,0,1,0,0,0,0,6,4,7,2,1,Sortnnumbersinrangefrom0ton21inlineartimeGeeksforGeeks-1.java
1,1,0,1,1,0,0,0,0,0,0,0,0,4,2,5,3,1,PositionofrightmostsetbitGeeksforGeeks-4.java
0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,3,0,1,ProgramtofindparityGeeksforGeeks-1.java
2,0,0,4,0,0,0,0,0,0,0,0,3,4,2,11,6,0,MatrixChainMultiplicationDP8GeeksforGeeks-3.java
0,0,0,2,0,0,0,0,1,0,0,0,0,6,3,2,4,1,SortanarrayinwaveformGeeksforGeeks-1.java
1,1,0,1,0,0,0,0,0,0,0,1,0,6,3,5,2,1,WriteaprogramtoprintallpermutationsofagivenstringGeeksforGeeks-1.java
3,0,0,1,0,0,0,0,0,0,0,5,0,3,2,8,3,1,Countnumbersthatdontcontain3GeeksforGeeks-1.java
3,0,0,3,0,0,0,0,0,0,0,0,0,9,3,10,2,1,AnagramSubstringSearchOrSearchforallpermutationsGeeksforGeeks-1.java
5,0,0,4,1,0,0,0,0,0,0,1,2,9,3,18,4,1,BinomialCoefficientDP9GeeksforGeeks-5.java
1,0,0,3,0,0,0,1,0,0,0,0,2,7,2,7,5,0,LongestEvenLengthSubstringsuchthatSumofFirstandSecondHalfissameGeeksforGeeks-3.java
2,1,0,5,0,0,0,0,0,0,0,0,2,10,3,14,4,1,UglyNumbersGeeksforGeeks-4.java
3,0,0,1,0,0,0,0,0,0,0,0,0,4,2,7,2,1,MinimumadjacentswapstomovemaximumandminimumtocornersGeeksforGeeks-1.java
2,0,0,2,1,0,0,1,0,0,0,0,2,5,2,9,2,1,MinimumnumberofsquareswhosesumequalstogivennumbernGeeksforGeeks-2.java
3,0,0,4,0,0,0,0,0,0,0,0,2,5,2,12,5,0,PartitionproblemDP18GeeksforGeeks-4.java
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,Programtofindwhetheragivennumberispowerof2GeeksforGeeks-4.java
0,0,0,2,0,0,0,0,0,0,0,0,2,4,3,5,6,0,CountwaystoreachthenthstairGeeksforGeeks-4.java
4,1,0,5,0,0,0,0,0,0,0,0,3,15,2,20,6,0,Maximumsumrectangleina2DmatrixDP27GeeksforGeeks-1.java
3,0,0,0,0,0,0,1,0,0,0,3,0,1,3,8,6,0,MinCostPathDP6GeeksforGeeks-1.java
0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,3,0,1,SwapalloddandevenbitsGeeksforGeeks-1.java
3,1,0,1,0,0,0,1,0,0,0,0,0,3,5,16,5,0,WordWrapProblemDP19GeeksforGeeks-1.java
2,0,0,2,1,0,0,1,0,0,0,0,2,3,2,10,5,0,MinimumnumberofjumpstoreachendGeeksforGeeks-2.java
4,0,0,0,0,0,0,1,0,0,0,6,0,4,4,9,2,1,VertexCoverProblemSet2DynamicProgrammingSolutionforTreeGeeksforGeeks-1.java
3,3,0,2,0,0,0,0,0,0,0,0,0,9,3,15,3,1,Counttotalsetbitsinallnumbersfrom1tonGeeksforGeeks-6.java
3,0,0,3,0,0,0,0,0,0,0,0,2,8,2,10,6,0,FindminimumnumberofcoinsthatmakeagivenvalueGeeksforGeeks-2.java
0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1,4,1,KthSmallestLargestElementinUnsortedArraySet1GeeksforGeeks-1.java
2,0,0,2,1,0,0,3,0,0,1,0,2,7,2,8,5,0,LengthofthelargestsubarraywithcontiguouselementsSet2GeeksforGeeks-1.java
2,0,0,0,0,0,0,0,0,0,0,2,0,1,2,5,5,0,BinomialCoefficientDP9GeeksforGeeks-1.java
0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,3,2,1,HowtocheckifagivennumberisFibonaccinumberGeeksforGeeks-1.java
5,0,0,8,0,0,0,0,0,0,0,1,0,18,7,21,2,1,ShortestPathinDirectedAcyclicGraphGeeksforGeeks-1.java
0,0,0,1,0,0,0,0,0,0,0,0,0,6,2,2,5,0,ShuffleagivenarrayusingFisherYatesshuffleAlgorithmGeeksforGeeks-1.java
4,0,0,0,0,0,0,0,0,0,0,2,0,5,2,8,6,0,GiventwostringsfindiffirststringisasubsequenceofsecondGeeksforGeeks-1.java
3,0,0,0,0,0,0,0,0,0,0,7,0,2,2,7,3,1,ProgramforFibonaccinumbersGeeksforGeeks-6.java
1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,4,3,1,RussianPeasantMultiplytwonumbersusingbitwiseoperatorsGeeksforGeeks-1.java
3,1,0,0,0,0,0,0,0,0,0,1,0,3,2,8,3,1,WriteaprogramtocalculatepowxnGeeksforGeeks-3.java
1,0,0,7,0,0,0,0,0,0,0,0,3,6,3,13,6,0,TransitiveclosureofagraphGeeksforGeeks-1.java
9,0,0,6,1,0,0,0,0,0,0,1,0,13,6,23,2,1,EulerianpathandcircuitforundirectedgraphGeeksforGeeks-1.java
4,1,0,2,0,0,0,0,0,0,0,0,2,6,2,10,5,0,MinimumnumberofjumpstoreachendGeeksforGeeks-3.java
1,0,0,1,0,0,1,1,0,0,0,0,0,4,2,4,3,1,ExponentialSearchGeeksforGeeks-1.java
8,1,0,1,0,0,0,1,0,0,0,3,0,8,5,24,5,0,MaximumLengthChainofPairsDP20GeeksforGeeks-2.java
2,0,0,4,0,0,0,0,0,0,0,0,2,8,2,9,5,0,DynamicProgrammingSubsetSumProblem-2.java
0,0,0,1,0,0,0,4,0,0,0,0,0,7,2,3,2,1,MaximumprofitbybuyingandsellingashareatmosttwiceGeeksforGeeks-2.java
0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,1,ProgramforFibonaccinumbersGeeksforGeeks-7.java
5,0,0,0,0,0,0,0,0,0,0,2,0,3,3,10,2,1,CountPossibleDecodingsofagivenDigitSequenceGeeksforGeeks-1.java
0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,1,SwapalloddandevenbitsGeeksforGeeks-2.java
3,0,0,2,0,0,0,0,0,0,0,2,2,4,3,13,5,0,BinomialCoefficientDP9GeeksforGeeks-4.java
0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,Computemodulusdivisionbyapowerof2numberGeeksforGeeks-1.java
0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,3,2,1,CountsetbitsinanintegerGeeksforGeeks-5.java
1,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,7,0,CountwaystoreachthenthstairGeeksforGeeks-1.java
1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,1,DetectiftwointegershaveoppositesignsGeeksforGeeks-4.java
3,1,0,3,1,0,0,0,1,0,0,0,0,6,3,13,4,1,FindnextgreaternumberwithsamesetofdigitsGeeksforGeeks-1.java
0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,3,2,1,FindtheelementthatappearsonceGeeksforGeeks-1.java
4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,1,Programtofindwhetheragivennumberispowerof2GeeksforGeeks-5.java
2,0,0,2,0,0,0,0,0,0,0,0,0,6,3,5,4,1,SortanarrayinwaveformGeeksforGeeks-2.java
15,8,0,4,0,0,0,0,0,0,0,4,2,12,3,43,6,0,BooleanParenthesizationProblemDP37GeeksforGeeks-2.java
0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,3,3,1,CountsetbitsinanintegerGeeksforGeeks-1.java
1,0,0,3,0,0,0,0,0,0,0,0,2,8,3,5,5,0,BubbleSortGeeksforGeeks-1.java
1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,1,CheckwhetheragivenpointliesinsideatriangleornotGeeksforGeeks-1.java
3,0,0,1,0,0,0,0,0,0,0,0,0,5,2,6,2,1,FindcommonelementsinthreesortedarraysGeeksforGeeks-1.java
3,0,0,7,0,0,0,2,0,0,0,0,2,12,2,17,5,0,GivenamatrixofOandXfindthelargestsubsquaresurroundedbyXGeeksforGeeks-2.java
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,BirthdayParadoxGeeksforGeeks-1.java
4,1,0,3,0,0,0,0,0,0,0,0,2,5,2,13,5,0,MagicSquareODDOrderGeeksforGeeks-1.java
4,0,0,4,0,0,0,1,0,0,0,0,4,8,2,14,7,0,ShortestpathwithexactlykedgesinadirectedandweightedgraphGeeksforGeeks-2.java
4,0,0,4,0,0,0,2,0,0,0,1,0,12,4,11,6,0,BridgesinagraphGeeksforGeeks-1.java
4,0,0,0,0,0,0,1,0,0,0,0,0,3,2,6,0,1,CalculatetheanglebetweenhourhandandminutehandGeeksforGeeks-1.java
0,0,0,3,0,0,0,0,1,0,0,0,2,8,3,5,5,0,InsertionSortGeeksforGeeks-1.java
2,0,0,1,0,0,0,0,0,0,0,0,0,5,2,6,2,1,LinearSearchGeeksforGeeks-1.java
5,0,0,1,0,0,0,0,0,0,0,3,0,4,3,12,7,0,PartitionproblemDP18GeeksforGeeks-1.java
4,0,0,4,0,0,0,0,0,0,1,0,3,11,2,17,7,0,WordLadderLengthofshortestchaintoreachatargetwordGeeksforGeeks-1.java
1,0,0,1,0,0,0,0,0,0,0,1,0,6,2,4,5,0,Computesumofdigitsinallnumbersfrom1tonGeeksforGeeks-2.java
3,0,0,1,0,0,0,0,0,0,0,0,0,4,2,7,2,1,CountPossibleDecodingsofagivenDigitSequenceGeeksforGeeks-2.java
2,1,0,3,0,0,0,2,0,0,0,0,2,8,2,9,6,0,EditDistanceDP5GeeksforGeeks-3.java
4,0,0,3,0,0,0,0,0,0,0,0,0,9,3,12,2,1,FindifthereisapathbetweentwoverticesinadirectedgraphGeeksforGeeks-1.java
3,0,0,1,0,0,0,0,0,0,0,0,0,7,2,8,2,1,FindIndexof0tobereplacedwith1togetlongestcontinuoussequenceof1sinabinaryarrayGeeksforGeeks-1.java
2,0,0,1,0,0,0,0,0,0,0,0,0,9,2,5,0,1,FindtheclosestpairfromtwosortedarraysGeeksforGeeks-1.java
3,0,0,2,0,0,0,0,0,0,0,8,2,6,3,12,5,0,FindthenumberofislandsSet1UsingDFSGeeksforGeeks-2.java
3,0,0,0,0,0,0,0,0,0,0,2,0,2,2,5,3,1,ProgramforFibonaccinumbersGeeksforGeeks-8.java
4,2,0,4,0,0,0,0,0,0,0,0,0,4,2,16,2,1,MobileNumericKeypadProblemGeeksforGeeks-3.java
1,0,0,3,0,0,0,0,0,0,0,0,0,7,3,7,2,1,RandomnumbergeneratorinarbitraryprobabilitydistributionfashionGeeksforGeeks-1.java
9,0,0,7,0,0,0,0,0,0,0,1,2,9,4,28,7,0,SudokuBacktracking7GeeksforGeeks-1.java
6,0,0,6,0,0,0,2,0,0,0,2,0,16,4,14,6,0,ArticulationPointsorCutVerticesinaGraphGeeksforGeeks-1.java
2,1,0,1,0,0,0,1,0,0,0,3,0,5,2,9,5,0,CuttingaRodDP13GeeksforGeeks-2.java
1,0,0,2,0,1,0,0,0,0,0,2,0,11,3,8,4,1,HuffmanCodingGreedyAlgo3GeeksforGeeks-1.java
3,1,0,3,0,0,0,0,0,0,0,0,3,8,5,15,6,0,MinimumCostPolygonTriangulationGeeksforGeeks-2.java
0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,3,1,AddtwonumberswithoutusingarithmeticoperatorsGeeksforGeeks-1.java
